"","iso3c","country","date","gdp_per_capita","teenage_mothers","total_fertility","prevalence_undernourishment","gini_index","prenatal_care","tot_pop","maternal_mortality","gdp_per_capita_one_year_before","gdp_per_capita_four_year_average","teenage_mothers_one_year_before","teenage_mothers_four_year_average","total_fertility_one_year_before","total_fertility_four_year_average","prevalence_undernourishment_one_year_before","prevalence_undernourishment_four_year_average","gini_index_one_year_before","gini_index_four_year_average","prenatal_care_one_year_before","prenatal_care_four_year_average","tot_pop_one_year_before","tot_pop_four_year_average"
"427","VNM","Viet Nam",2016,2760.71710111715,NA,1.938,6.8,35.3,NA,93126529,51,35324.9748874586,21504.8838637236,NA,NA,2.09,1.85475,NA,10.55,NA,NA,NA,NA,107516,7746170.5
"428","VUT","Vanuatu",2016,2757.20330593386,NA,3.963,10.3,NA,NA,283218,94,2760.71710111715,19042.8459942879,NA,NA,1.938,1.833,6.8,11.8,35.3,35.3,NA,NA,93126529,31001312
"429","WSM","Samoa",2016,4105.8109051951,NA,4.269,7.9,NA,NA,205544,57,2757.20330593386,13614.2984315032,NA,NA,3.963,2.2445,10.3,8.55,NA,35.3,NA,NA,283218,23386750.5
"430","XKX","Kosovo",2016,3759.47285515454,NA,1.658,NA,26.7,NA,1777557,NA,4105.8109051951,11237.1765499262,NA,NA,4.269,3.065,7.9,8.33333333333333,NA,35.3,NA,NA,205544,23430701.75
"431","YEM","Yemen, Rep.",2016,1069.81700944581,NA,4.214,42,NA,NA,29274002,172,3759.47285515454,3345.80104185016,NA,NA,1.658,2.957,NA,8.33333333333333,26.7,31,NA,NA,1777557,23848212
"432","ZAF","South Africa",2016,5735.06678717842,15.6,2.261,6.2,NA,93.7,56422274,127,1069.81700944581,2923.07601893233,NA,NA,4.214,3.526,42,20.0666666666667,NA,26.7,NA,NA,29274002,7885080.25
"433","ZMB","Zambia",2016,1249.92314348406,NA,4.707,31.2,NA,NA,16767761,155,5735.06678717842,3667.54188924347,15.6,15.6,2.261,3.1005,6.2,18.7,NA,26.7,93.7,93.7,56422274,21919844.25
"434","ZWE","Zimbabwe",2016,1421.78779140568,NA,3.771,35.1,NA,NA,14452704,400,1249.92314348406,2953.56994881571,NA,15.6,4.707,3.21,31.2,26.4666666666667,NA,26.7,NA,93.7,16767761,26060398.5
"435","ABW","Aruba",2017,29329.0817465959,NA,1.839,NA,NA,NA,105439,NA,1421.78779140568,2369.14868287849,NA,15.6,3.771,3.73825,35.1,28.625,NA,NA,NA,93.7,14452704,29229185.25
"436","AFG","Afghanistan",2017,526.140801025756,NA,5.129,22.7,NA,70.2,35643418,682,29329.0817465959,9433.96486716601,NA,15.6,1.839,3.1445,NA,24.1666666666667,NA,NA,NA,93.7,105439,21937044.5
"437","AGO","Angola",2017,2439.37443934002,NA,5.6,14.7,NA,NA,30208628,253,526.140801025756,8131.73337062785,NA,NA,5.129,3.8615,22.7,29.6666666666667,NA,NA,70.2,70.2,35643418,16742330.5
"438","ALB","Albania",2017,4531.03220675893,NA,1.491,4.2,33.1,NA,2873457,7,2439.37443934002,8429.09619459184,NA,NA,5.6,4.08475,14.7,24.1666666666667,NA,NA,NA,70.2,30208628,20102547.25
"439","AND","Andorra",2017,40632.2315521995,NA,NA,NA,NA,NA,73837,NA,4531.03220675893,9206.40729843015,NA,NA,1.491,3.51475,4.2,13.8666666666667,33.1,33.1,NA,70.2,2873457,17207735.5
"440","ARE","United Arab Emirates",2017,43063.9674785596,NA,1.419,4.3,NA,NA,9068296,9,40632.2315521995,12032.1947498311,NA,NA,NA,4.07333333333333,NA,13.8666666666667,NA,33.1,NA,70.2,73837,17199835
"441","ARG","Argentina",2017,14613.0356486571,NA,2.168,3.3,41.4,NA,44044811,38,43063.9674785596,22666.6514192145,NA,NA,1.419,2.83666666666667,4.3,7.73333333333333,NA,33.1,NA,NA,9068296,10556054.5
"442","ARM","Armenia",2017,4041.99507105058,NA,1.562,2.5,33.6,NA,2851923,25,14613.0356486571,25710.0667215438,NA,NA,2.168,1.69266666666667,3.3,3.93333333333333,41.4,37.25,NA,NA,44044811,14015100.25
"443","ASM","American Samoa",2017,12372.8847825647,NA,NA,NA,NA,NA,49463,NA,4041.99507105058,25587.8074376167,NA,NA,1.562,1.71633333333333,2.5,3.36666666666667,33.6,37.5,NA,NA,2851923,14009716.75
"444","ATG","Antigua and Barbuda",2017,16803.8702340001,NA,1.485,NA,NA,NA,91119,21,12372.8847825647,18522.970745208,NA,NA,NA,1.71633333333333,NA,3.36666666666667,NA,37.5,NA,NA,49463,14003623.25
"445","AUS","Australia",2017,53954.553494614,NA,1.741,2.5,NA,NA,24592588,5,16803.8702340001,11957.9464340681,NA,NA,1.485,1.73833333333333,NA,2.9,NA,37.5,NA,NA,91119,11759329
"446","AUT","Austria",2017,47429.1584564387,NA,1.52,2.5,29.7,NA,8797566,5,53954.553494614,21793.3258955573,NA,NA,1.741,1.596,2.5,2.5,NA,33.6,NA,NA,24592588,6896273.25
"447","AZE","Azerbaijan",2017,4147.1981423222,NA,1.75,2.5,NA,NA,9854033,27,47429.1584564387,32640.1167419044,NA,NA,1.52,1.582,2.5,2.5,29.7,29.7,NA,NA,8797566,8382684
"448","BDI","Burundi",2017,244.14542219677,8.3,5.481,NA,NA,99.2,11155593,499,4147.1981423222,30583.6950818438,NA,NA,1.75,1.624,2.5,2.5,NA,29.7,NA,NA,9854033,10833826.5
"449","BEL","Belgium",2017,44198.4823908691,NA,1.65,2.5,27.4,NA,11375158,5,244.14542219677,26443.7638788929,8.3,8.3,5.481,2.623,NA,2.5,NA,29.7,99.2,99.2,11155593,13599945
"450","BEN","Benin",2017,1095.27445827386,NA,5.269,9.5,NA,NA,11596779,569,44198.4823908691,24004.7461029567,NA,8.3,1.65,2.60025,2.5,2.5,27.4,28.55,NA,99.2,11375158,10295587.5
"451","BFA","Burkina Faso",2017,711.184543433623,NA,5.162,13.7,NA,NA,19835858,283,1095.27445827386,12421.2751034155,NA,8.3,5.269,3.5375,9.5,4.83333333333333,NA,27.4,NA,99.2,11596779,10995390.75
"452","BGD","Bangladesh",2017,1815.47222007199,NA,2.043,13.6,NA,NA,161793964,183,711.184543433623,11562.2717036933,NA,8.3,5.162,4.3905,13.7,8.56666666666667,NA,27.4,NA,99.2,19835858,13490847
"453","BGR","Bulgaria",2017,8381.88134621669,NA,1.56,3.1,40.4,NA,7075947,7,1815.47222007199,11955.1034031621,NA,NA,2.043,3.531,13.6,9.825,NA,27.4,NA,NA,161793964,51150439.75
"454","BHR","Bahrain",2017,24315.4975906804,NA,2.006,NA,NA,NA,1456834,15,8381.88134621669,3000.95314199904,NA,NA,1.56,3.5085,3.1,9.975,40.4,40.4,NA,NA,7075947,50075637
"455","BHS","Bahamas, The",2017,30666.8838654704,NA,1.426,NA,NA,NA,399020,77,24315.4975906804,8806.00892510068,NA,NA,2.006,2.69275,NA,10.1333333333333,NA,40.4,NA,NA,1456834,47540650.75
"456","BIH","Bosnia and Herzegovina",2017,5327.39230422044,NA,1.355,2.5,NA,NA,3440027,6,30666.8838654704,16294.9337556099,NA,NA,1.426,1.75875,NA,8.35,NA,40.4,NA,NA,399020,42681441.25
"457","BLR","Belarus",2017,5785.53397723676,NA,1.541,2.5,25.4,NA,9458989,1,5327.39230422044,17172.913776647,NA,NA,1.355,1.58675,2.5,2.8,NA,40.4,NA,NA,3440027,3092957
"458","BLZ","Belize",2017,6049.3919477765,NA,2.36,6,NA,NA,374693,72,5785.53397723676,16523.826934402,NA,NA,1.541,1.582,2.5,2.5,25.4,25.4,NA,NA,9458989,3688717.5
"459","BMU","Bermuda",2017,111820.581466347,NA,1.4,NA,NA,NA,63873,NA,6049.3919477765,11957.300523676,NA,NA,2.36,1.6705,6,3.66666666666667,NA,25.4,NA,NA,374693,3418182.25
"460","BOL","Bolivia",2017,3280.0082139387,NA,2.777,14.2,44.6,NA,11435533,164,111820.581466347,32245.7249238952,NA,NA,1.4,1.664,NA,3.66666666666667,NA,25.4,NA,NA,63873,3334395.5
"461","BRA","Brazil",2017,9896.71889500528,NA,1.736,2.5,53.3,NA,208504960,60,3280.0082139387,31733.8789013247,NA,NA,2.777,2.0195,14.2,7.56666666666667,44.6,35,NA,NA,11435533,5333272
"462","BRB","Barbados",2017,17910.7830952014,NA,1.615,2.6,NA,NA,279187,47,9896.71889500528,32761.6751307669,NA,NA,1.736,2.06825,2.5,7.56666666666667,53.3,48.95,NA,NA,208504960,55094764.75
"463","BRN","Brunei Darussalam",2017,28186.9867351423,NA,1.881,NA,NA,NA,430276,45,17910.7830952014,35727.0229176231,NA,NA,1.615,1.882,2.6,6.43333333333333,NA,48.95,NA,NA,279187,55070888.25
"464","BTN","Bhutan",2017,3427.17384540098,NA,1.704,NA,37.4,NA,756121,68,28186.9867351423,14818.6242348219,NA,NA,1.881,2.00225,NA,6.43333333333333,NA,48.95,NA,NA,430276,55162489
"465","BWA","Botswana",2017,6705.34084567283,NA,2.91,26.3,NA,NA,2401840,108,3427.17384540098,14855.4156426875,NA,NA,1.704,1.734,NA,2.55,37.4,45.35,NA,NA,756121,52492636
"466","CAF","Central African Republic",2017,414.74032227842,NA,6.048,46.7,NA,NA,4996741,904,6705.34084567283,14057.5711303544,NA,NA,2.91,2.0275,26.3,14.45,NA,37.4,NA,NA,2401840,966856
"467","CAN","Canada",2017,45129.628116623,NA,1.55,2.5,33.3,NA,36545075,13,414.74032227842,9683.56043712363,NA,NA,6.048,3.13575,46.7,36.5,NA,37.4,NA,NA,4996741,2146244.5
"468","CHE","Switzerland",2017,82254.3769269767,NA,1.52,2.5,32.7,NA,8451840,6,45129.628116623,13919.2207824938,NA,NA,1.55,3.053,2.5,25.1666666666667,33.3,35.35,NA,NA,36545075,11174944.25
"469","CHI","Channel Islands",2017,54904.0996682551,NA,1.466,NA,NA,NA,165215,NA,82254.3769269767,33626.0215528877,NA,NA,1.52,3.007,2.5,19.5,32.7,33,NA,NA,8451840,13098874
"470","CHL","Chile",2017,15034.0584350711,NA,1.598,3,45.3,NA,18368577,15,54904.0996682551,45675.7112585333,NA,NA,1.466,2.646,NA,17.2333333333333,NA,33,NA,NA,165215,12539717.75
"471","CHN","China",2017,8817.04560829162,NA,1.813,2.5,39.1,NA,1396215000,22,15034.0584350711,49330.5407867315,NA,NA,1.598,1.5335,3,2.66666666666667,45.3,37.1,NA,NA,18368577,15882676.75
"472","CIV","Cote d'Ivoire",2017,2113.34152379369,NA,4.742,9.8,NA,NA,24848016,512,8817.04560829162,40252.3951596486,NA,NA,1.813,1.59925,2.5,2.66666666666667,39.1,39.0333333333333,NA,NA,1396215000,355800158
"473","CMR","Cameroon",2017,1479.86222292144,NA,4.774,5.6,NA,NA,24393181,443,2113.34152379369,20217.1363088529,NA,NA,4.742,2.40475,9.8,5.1,NA,42.2,NA,NA,24848016,359899202
"474","COD","Congo, Dem. Rep.",2017,451.089088517319,NA,6.349,31.2,NA,NA,84283273,570,1479.86222292144,6861.07694751946,NA,NA,4.774,3.23175,5.6,5.225,NA,42.2,NA,NA,24393181,365956193.5
"475","COG","Congo, Rep.",2017,2227.7326089376,NA,4.433,30.2,NA,NA,5312340,366,451.089088517319,3215.33461088102,NA,NA,6.349,4.4195,31.2,12.275,NA,39.1,NA,NA,84283273,382434867.5
"476","COL","Colombia",2017,6449.97098770131,NA,1.818,4.3,49.7,NA,48351671,71,2227.7326089376,1568.00636104251,NA,NA,4.433,5.0745,30.2,19.2,NA,NA,NA,NA,5312340,34709202.5
"477","COM","Comoros",2017,1414.58668992431,NA,4.278,11.6,NA,NA,761664,241,6449.97098770131,2652.16372701942,NA,NA,1.818,4.3435,4.3,17.825,49.7,49.7,NA,NA,48351671,40585116.25
"478","CPV","Cabo Verde",2017,3534.34357478817,NA,2.091,20.9,NA,NA,564954,40,1414.58668992431,2635.84484377013,NA,NA,4.278,4.2195,11.6,19.325,NA,49.7,NA,NA,761664,34677237
"479","CRI","Costa Rica",2017,12118.1336248174,NA,1.74,3.2,48.3,NA,4993842,19,3534.34357478817,3406.65846533785,NA,NA,2.091,3.155,20.9,16.75,NA,49.7,NA,NA,564954,13747657.25
"480","CUB","Cuba",2017,8543.33006731328,NA,1.593,2.5,NA,NA,11336405,40,12118.1336248174,5879.2587193078,NA,NA,1.74,2.48175,3.2,10,48.3,49,NA,NA,4993842,13668032.75
"481","CUW","Curacao",2017,18938.2440469703,NA,1.5,NA,NA,NA,160175,NA,8543.33006731328,6402.59848921079,NA,NA,1.593,2.4255,2.5,9.55,NA,48.3,NA,NA,11336405,4414216.25
"482","CYM","Cayman Islands",2017,81255.1122691866,NA,NA,NA,NA,NA,63581,NA,18938.2440469703,10783.5128284723,NA,NA,1.5,1.731,NA,8.86666666666667,NA,48.3,NA,NA,160175,4263844
"483","CYP","Cyprus",2017,26697.005859375,NA,1.322,2.5,31.4,NA,1208523,49,81255.1122691866,30213.7050020719,NA,NA,NA,1.611,NA,2.85,NA,48.3,NA,NA,63581,4138500.75
"484","CZE","Czechia",2017,20636.199952435,NA,1.69,2.5,24.9,NA,10594438,3,26697.005859375,33858.4230607113,NA,NA,1.322,1.47166666666667,2.5,2.5,31.4,31.4,NA,NA,1208523,3192171
"485","DEU","Germany",2017,44652.5891722719,NA,1.57,2.5,31.3,NA,82657002,5,20636.199952435,36881.6405319917,NA,NA,1.69,1.504,2.5,2.5,24.9,28.15,NA,NA,10594438,3006679.25
"486","DJI","Djibouti",2017,2655.73321960188,NA,2.972,19.9,41.6,NA,1040233,247,44652.5891722719,43310.2268133171,NA,NA,1.57,1.52733333333333,2.5,2.5,31.3,29.2,NA,NA,82657002,23630886
"487","DMA","Dominica",2017,7408.09130082314,NA,1.629,6.1,NA,NA,70403,NA,2655.73321960188,23660.3820509209,NA,NA,2.972,1.8885,19.9,6.85,41.6,32.3,NA,NA,1040233,23875049
"488","DNK","Denmark",2017,57610.0981801135,NA,1.75,2.5,28.7,NA,5764980,5,7408.09130082314,18838.153411283,NA,NA,1.629,1.96525,6.1,7.75,NA,32.6,NA,NA,70403,23590519
"489","DOM","Dominican Republic",2017,7513.49798180543,NA,2.39,6,42.2,NA,10647244,104,57610.0981801135,28081.6279682026,NA,NA,1.75,1.98025,2.5,7.75,28.7,33.8666666666667,NA,NA,5764980,22383154.5
"490","DZA","Algeria",2017,4615.86874364885,NA,3.05,2.6,NA,NA,41136546,89,7513.49798180543,18796.855170586,NA,NA,2.39,2.18525,6,8.625,42.2,37.5,NA,NA,10647244,4380715
"491","ECU","Ecuador",2017,6256.68301935971,NA,2.174,10.8,44.7,NA,16696944,69,4615.86874364885,19286.8890515977,NA,NA,3.05,2.20475,2.6,4.3,NA,35.45,NA,NA,41136546,14404793.25
"492","EGY","Egypt, Arab Rep.",2017,2439.96728439968,NA,3.151,6.4,31.5,NA,101789386,20,6256.68301935971,18999.0369812319,NA,NA,2.174,2.341,10.8,5.475,44.7,38.5333333333333,NA,NA,16696944,18561428.5
"493","ERI","Eritrea",2017,NA,NA,4.112,NA,NA,NA,3396933,359,2439.96728439968,5206.50425730342,NA,NA,3.151,2.69125,6.4,6.45,31.5,39.4666666666667,NA,NA,101789386,42567530
"494","ESP","Spain",2017,28185.3213671969,NA,1.31,2.5,34.7,NA,46593236,4,NA,4437.50634913608,NA,NA,4.112,3.12175,NA,6.6,NA,38.1,NA,NA,3396933,40754952.25
"495","EST","Estonia",2017,20437.765376736,NA,1.59,2.5,30.4,NA,1317384,6,28185.3213671969,12293.9905569854,NA,NA,1.31,2.68675,2.5,6.56666666666667,34.7,36.9666666666667,NA,NA,46593236,42119124.75
"496","ETH","Ethiopia",2017,755.752644348666,NA,4.39,15.5,NA,NA,108197950,348,20437.765376736,17021.0180094442,NA,NA,1.59,2.54075,2.5,3.8,30.4,32.2,NA,NA,1317384,38274234.75
"497","FIN","Finland",2017,46412.1364777169,NA,1.49,2.5,27.4,NA,5508214,7,755.752644348666,16459.6131294272,NA,NA,4.39,2.8505,15.5,6.83333333333333,NA,32.55,NA,NA,108197950,39876375.75
"498","FJI","Fiji",2017,5825.19966886254,NA,2.557,8.4,NA,NA,919019,37,46412.1364777169,23947.7439664996,NA,NA,1.49,2.195,2.5,5.75,27.4,30.8333333333333,NA,NA,5508214,40404196
"499","FRA","France",2017,38781.0494870836,NA,1.89,2.5,31.6,NA,66918020,8,5825.19966886254,18357.713541916,NA,NA,2.557,2.50675,8.4,7.225,NA,28.9,NA,NA,919019,28985641.75
"500","FRO","Faroe Islands",2017,59328.2376643374,NA,2.48,NA,NA,NA,50230,NA,38781.0494870836,22943.5345695029,NA,NA,1.89,2.58175,2.5,7.225,31.6,29.5,NA,NA,66918020,45385800.75
"501","FSM","Micronesia, Fed. Sts.",2017,3250.9281898035,NA,2.893,NA,NA,NA,110430,63,59328.2376643374,37586.6558245001,NA,NA,2.48,2.10425,NA,4.46666666666667,NA,29.5,NA,NA,50230,18348870.75
"502","GAB","Gabon",2017,6975.69519191402,NA,3.752,18.4,38,NA,2140215,218,3250.9281898035,26796.3537525218,NA,NA,2.893,2.455,NA,5.45,NA,31.6,NA,NA,110430,16999424.75
"503","GBR","United Kingdom",2017,40572.1214823783,NA,1.74,2.5,32.6,NA,66058859,9,6975.69519191402,27083.9776332846,NA,NA,3.752,2.75375,18.4,10.45,38,34.8,NA,NA,2140215,17304723.75
"504","GEO","Georgia",2017,4418.75206546679,NA,2.144,3.7,37.9,NA,3728004,26,40572.1214823783,27531.7456321083,NA,NA,1.74,2.71625,2.5,10.45,32.6,35.3,NA,NA,66058859,17089933.5
"505","GHA","Ghana",2017,1998.72279840363,NA,3.713,7.6,NA,97.6,30222262,274,4418.75206546679,13804.3742323907,NA,NA,2.144,2.63225,3.7,8.2,37.9,36.1666666666667,NA,NA,3728004,18009377
"506","GIB","Gibraltar",2017,NA,NA,1.895,NA,NA,NA,32602,NA,1998.72279840363,13491.3228845407,NA,NA,3.713,2.83725,7.6,8.05,NA,36.1666666666667,97.6,97.6,30222262,25537335
"507","GIN","Guinea",2017,843.464279230956,NA,4.789,13.3,NA,NA,12240789,572,NA,15663.1987820829,NA,NA,1.895,2.373,NA,4.6,NA,35.25,NA,97.6,32602,25010431.75
"508","GMB","Gambia, The",2017,632.001024153219,NA,5.091,17.6,NA,NA,2381182,494,843.464279230956,2420.31304770046,NA,NA,4.789,3.13525,13.3,8.2,NA,37.9,NA,97.6,12240789,11555914.25
"509","GNB","Guinea-Bissau",2017,781.975888258504,NA,4.358,32.9,NA,NA,1879826,705,632.001024153219,1158.06270059593,NA,NA,5.091,3.872,17.6,12.8333333333333,NA,NA,NA,97.6,2381182,11219208.75
"510","GNQ","Equatorial Guinea",2017,8410.39797433692,NA,4.599,NA,NA,NA,1450694,197,781.975888258504,752.480397214226,NA,NA,4.358,4.03325,32.9,21.2666666666667,NA,NA,NA,NA,1879826,4133599.75
"511","GRC","Greece",2017,18582.0893411631,NA,1.35,2.5,34.4,NA,10754679,6,8410.39797433692,2666.9597914949,NA,NA,4.599,4.70925,NA,21.2666666666667,NA,NA,NA,NA,1450694,4488122.75
"512","GRD","Grenada",2017,9309.26129609568,NA,2.083,NA,NA,NA,120921,24,18582.0893411631,7101.61605697794,NA,NA,1.35,3.8495,2.5,17.6666666666667,34.4,34.4,NA,NA,10754679,4116595.25
"513","GRL","Greenland",2017,50765.7494665372,NA,2.09,NA,NA,NA,56172,NA,9309.26129609568,9270.93112496355,NA,NA,2.083,3.0975,NA,17.7,NA,34.4,NA,NA,120921,3551530
"514","GTM","Guatemala",2017,4454.02450948165,NA,2.857,14.4,NA,NA,16087418,95,50765.7494665372,21766.8745195332,NA,NA,2.09,2.5305,NA,2.5,NA,34.4,NA,NA,56172,3095616.5
"515","GUM","Guam",2017,35663.0250406273,NA,2.805,NA,NA,NA,168606,NA,4454.02450948165,20777.7811533194,NA,NA,2.857,2.095,14.4,8.45,NA,34.4,NA,NA,16087418,6754797.5
"516","GUY","Guyana",2017,6220.97856820609,NA,2.485,3.3,NA,NA,763252,123,35663.0250406273,25048.0150781855,NA,NA,2.805,2.45875,NA,14.4,NA,NA,NA,NA,168606,4108279.25
"517","HKG","Hong Kong SAR, China",2017,46160.429791493,NA,1.128,2.5,NA,NA,7393200,NA,6220.97856820609,24275.9443962131,NA,NA,2.485,2.55925,3.3,8.85,NA,NA,NA,NA,763252,4268862
"518","HND","Honduras",2017,2403.30608839303,NA,2.496,14.3,49.4,NA,9626842,64,46160.429791493,23124.614477452,NA,NA,1.128,2.31875,2.5,6.73333333333333,NA,NA,NA,NA,7393200,6103119
"519","HRV","Croatia",2017,13655.4798216229,NA,1.42,2.5,30.4,NA,4124531,5,2403.30608839303,22611.9348721799,NA,NA,2.496,2.2285,14.3,6.7,49.4,49.4,NA,NA,9626842,4487975
"520","HTI","Haiti",2017,1389.35862463561,10,3.016,41.1,NA,91,10863543,351,13655.4798216229,17110.0485674288,NA,NA,1.42,1.88225,2.5,5.65,30.4,39.9,NA,NA,4124531,5476956.25
"521","HUN","Hungary",2017,14621.2395956755,NA,1.54,2.5,30.6,NA,9787966,14,1389.35862463561,15902.1435815361,10,10,3.016,2.015,41.1,15.1,NA,39.9,91,91,10863543,8002029
"522","IDN","Indonesia",2017,3839.78507460491,7.1,2.262,6,36.4,97.5,264498852,194,14621.2395956755,8017.34603258176,NA,10,1.54,2.118,2.5,15.1,30.6,36.8,NA,91,9787966,8600720.5
"523","IMN","Isle of Man",2017,83510.2696040057,NA,1.677,NA,NA,NA,83580,NA,3839.78507460491,8376.46577913473,7.1,8.55,2.262,2.0595,6,13.025,36.4,32.4666666666667,97.5,94.25,264498852,72318723
"524","IND","India",2017,1957.96981331058,NA,2.2,12.9,35.9,NA,1354195680,119,83510.2696040057,25840.1632247304,NA,8.55,1.677,2.12375,NA,16.5333333333333,NA,33.5,NA,94.25,83580,71308485.25
"525","IRL","Ireland",2017,70150.7370157965,NA,1.77,2.5,31.4,NA,4807388,6,1957.96981331058,25982.3160218992,NA,7.1,2.2,1.91975,12.9,7.13333333333333,35.9,34.3,NA,97.5,1354195680,407141519.5
"526","IRN","Iran, Islamic Rep.",2017,5758.59072766807,NA,2.074,7.2,36.7,NA,84505076,18,70150.7370157965,39864.6903769294,NA,7.1,1.77,1.97725,2.5,7.13333333333333,31.4,34.5666666666667,NA,97.5,4807388,405896375
"527","IRQ","Iraq",2017,4725.19357334032,NA,3.73,17.5,NA,NA,39621162,78,5758.59072766807,40344.3917901952,NA,NA,2.074,1.93025,7.2,7.53333333333333,36.7,34.6666666666667,NA,NA,84505076,360897931
"528","ISL","Iceland",2017,72010.1490316258,NA,1.71,2.5,26.1,NA,343400,3,4725.19357334032,20648.1227825289,NA,NA,3.73,2.4435,17.5,10.025,NA,34.6666666666667,NA,NA,39621162,370782326.5
"529","ISR","Israel",2017,41114.7817082553,NA,3.11,2.5,38.2,NA,8713300,3,72010.1490316258,38161.1675871077,NA,NA,1.71,2.321,2.5,7.425,26.1,31.4,NA,NA,343400,32319256.5
"530","ITA","Italy",2017,32406.7203150134,NA,1.32,2.5,35.9,NA,60536709,6,41114.7817082553,30902.1787602224,NA,NA,3.11,2.656,2.5,7.425,38.2,33.6666666666667,NA,NA,8713300,33295734.5
"531","JAM","Jamaica",2017,5273.1490130852,NA,1.44,7.3,NA,NA,2808376,101,32406.7203150134,37564.2111570587,NA,NA,1.32,2.4675,2.5,6.25,35.9,33.4,NA,NA,60536709,27303642.75
"532","JOR","Jordan",2017,4073.11640314668,NA,3.027,NA,NA,NA,10215381,42,5273.1490130852,37701.2000169949,NA,NA,1.44,1.895,7.3,3.7,NA,33.4,NA,NA,2808376,18100446.25
"533","JPN","Japan",2017,38834.0529341227,NA,1.43,2.5,NA,NA,126972000,5,4073.11640314668,20716.9418598751,NA,NA,3.027,2.22425,NA,4.1,NA,37.05,NA,NA,10215381,20568441.5
"534","KAZ","Kazakhstan",2017,9247.58067886159,NA,2.75,2.5,27.5,NA,18037776,13,38834.0529341227,20146.759666342,NA,NA,1.43,1.80425,2.5,4.1,NA,35.9,NA,NA,126972000,50133116.5
"535","KEN","Kenya",2017,1675.98842173012,NA,3.643,22.8,NA,NA,48948137,490,9247.58067886159,14356.974757304,NA,NA,2.75,2.16175,2.5,4.1,27.5,27.5,NA,NA,18037776,39508383.25
"536","KGZ","Kyrgyz Republic",2017,1242.77022029305,NA,3,5.1,27.3,NA,6198200,53,1675.98842173012,13457.6846094653,NA,NA,3.643,2.7125,22.8,9.26666666666667,NA,27.5,NA,NA,48948137,51043323.5
"537","KHM","Cambodia",2017,1400.89926522987,NA,2.473,5.8,NA,NA,15830689,204,1242.77022029305,12750.0980637519,NA,NA,3,2.70575,5.1,8.225,27.3,27.4,NA,NA,6198200,50039028.25
"538","KIR","Kiribati",2017,1852.99234427752,NA,3.431,10.9,NA,NA,120362,112,1400.89926522987,3391.80964652866,NA,NA,2.473,2.9665,5.8,9.05,NA,27.4,NA,NA,15830689,22253700.5
"539","KNA","St. Kitts and Nevis",2017,22119.4470603281,NA,1.61,NA,NA,NA,47785,NA,1852.99234427752,1543.16256288264,NA,NA,3.431,3.13675,10.9,11.15,NA,27.3,NA,NA,120362,17774347
"540","KOR","Korea, Rep.",2017,31600.7358741365,NA,1.052,2.5,34.9,NA,51361911,6,22119.4470603281,6654.02722253214,NA,NA,1.61,2.6285,NA,7.26666666666667,NA,27.3,NA,NA,47785,5549259
"541","KWT","Kuwait",2017,29258.266295535,NA,2.161,2.5,NA,NA,4124904,6,31600.7358741365,14243.518635993,NA,NA,1.052,2.1415,2.5,6.4,34.9,34.9,NA,NA,51361911,16840186.75
"542","LAO","Lao PDR",2017,2439.46241167184,NA,2.671,5.6,NA,78.4,6997917,166,29258.266295535,21207.8603935693,NA,NA,2.161,2.0635,2.5,5.3,NA,34.9,NA,NA,4124904,13913740.5
"543","LBN","Lebanon",2017,8679.89742212366,NA,2.173,NA,NA,NA,6109252,19,2439.46241167184,21354.4779104179,NA,NA,2.671,1.8735,5.6,3.53333333333333,NA,34.9,78.4,78.4,6997917,15633129.25
"544","LBR","Liberia",2017,706.892691974846,NA,4.396,35.1,NA,NA,4796631,661,8679.89742212366,17994.5905008668,NA,NA,2.173,2.01425,NA,3.53333333333333,NA,34.9,NA,78.4,6109252,17148496
"545","LBY","Libya",2017,10529.1163503303,NA,2.626,6.9,NA,NA,6378261,67,706.892691974846,10271.1297053263,NA,NA,4.396,2.85025,35.1,14.4,NA,NA,NA,78.4,4796631,5507176
"546","LCA","St. Lucia",2017,11280.5930341194,NA,1.448,NA,NA,NA,177163,64,10529.1163503303,5588.84221902516,NA,NA,2.626,2.9665,6.9,15.8666666666667,NA,NA,NA,78.4,6378261,6070515.25
"547","LIE","Liechtenstein",2017,170875.682067431,NA,1.44,NA,NA,NA,37889,NA,11280.5930341194,7799.12487463705,NA,NA,1.448,2.66075,NA,21,NA,NA,NA,NA,177163,4365326.75
"548","LKA","Sri Lanka",2017,4388.20190593728,NA,2.053,7.6,NA,NA,21506813,31,170875.682067431,48348.0710359639,NA,NA,1.44,2.4775,NA,21,NA,NA,NA,NA,37889,2847486
"549","LSO","Lesotho",2017,1062.71243340258,NA,3.187,31.6,44.9,NA,2170617,640,4388.20190593728,49268.3983394545,NA,NA,2.053,1.89175,7.6,7.25,NA,NA,NA,NA,21506813,7025031.5
"550","LTU","Lithuania",2017,16885.4073948373,NA,1.63,2.5,37.3,NA,2828403,8,1062.71243340258,46901.7973602226,NA,NA,3.187,2.032,31.6,19.6,44.9,44.9,NA,NA,2170617,5973120.5
"551","LUX","Luxembourg",2017,110193.213797228,NA,1.39,2.5,34.5,NA,596336,7,16885.4073948373,48303.000950402,NA,NA,1.63,2.0775,2.5,13.9,37.3,41.1,NA,NA,2828403,6635930.5
